Year,State,District,Republican,Democrat
2002,Washington,9,63146,95805
2002,West Virginia,1,57011*,110941
2002,West Virginia,2,98276,65400
2002,West Virginia,3,37229,87783
2002,West Virginia,Senate,160902,275281
2002,Wisconsin,1,140176,63895
2002,Wisconsin,2,83694,163313
2002,Wisconsin,3,69955,131038
2002,Wisconsin,4,50090*,122031
2002,Wisconsin,5,191224,91674*
2002,Wisconsin,6,169834,80572*
2002,Wisconsin,7,81518,146364
2002,Wisconsin,8,152745,50284
2000,Alabama,1,151188,79444*
2000,Alabama,2,151830,64958
2000,Alabama,3,147317,121305*
2000,Alabama,4,140009,86400
2000,Alabama,5,107839*,186059
2000,Alabama,6,212751,82640*
2000,Alabama,7,46134,148243
2000,Alabama,President,941173,692611
2000,Arizona,1,123289,97455
2000,Arizona,2,32990,84034
2000,Arizona,3,198367,94676
2000,Arizona,4,140396,71803
2000,Arizona,5,172986,101564
2000,Arizona,6,186687,108317
2000,Arizona,Senate,1108196,
2000,Arizona,President,781652,685341
2000,Arkansas,1,79437,120266
2000,Arkansas,2,93692,126957
2000,Arkansas,3,143860*,108077*
2000,Arkansas,4,104017,108143
2000,Arkansas,President,472940,422768
2000,California,1,66987,155638
2000,California,2,168172,72075
2000,California,3,129254,93067
2000,California,4,197503,97974
2000,California,5,55945,147025
2000,California,6,80169,182116
2000,California,7,44154,159692
2000,California,8,25298,181847
2000,California,9,21033,182352
2000,California,10,134863,160429
2000,California,11,120635,79539
2000,California,12,44162,158404
2000,California,13,44499,129012
2000,California,14,59338,161720
2000,California,15,99866,128545
2000,California,16,37213,115118
2000,California,17,51557,143219
2000,California,18,56465,121003
2000,California,19,144517,70578
2000,California,20,57563,66235
2000,California,21,142539,49318
2000,California,22,113094,135538
2000,California,23,119479,89918
2000,California,24,70169,155398
2000,California,25,138628,73921
2000,California,26,41918*,96500
2000,California,27,94518,113708
2000,California,28,116557,81804
2000,California,29,45784,180295
2000,California,30,11788,83223
2000,California,31,32916*,89600
2000,California,32,19924,137447
2000,California,33,8260,60510
2000,California,34,33445,105980
2000,California,35,12582,100569
2000,California,36,111199,115651
2000,California,37,12762,93269
2000,California,38,87266,85498
2000,California,39,129294,64398
2000,California,40,151069,70799*
2000,California,41,104695,66361
2000,California,42,53239,90585
2000,California,43,140201,96202*
2000,California,44,123738,79302
2000,California,45,136275,71066
2000,California,46,40928,70381
2000,California,47,181365,83186
2000,California,48,160627,74073
2000,California,49,105515,113400
2000,California,50,38526,95191
2000,California,51,172291,81408
2000,California,52,131345,63537
2000,California,Senate,3886853,5932522
2000,California,President,4567429,5861203
2000,Colorado,1,56291,141831
2000,Colorado,2,109338,155725
2000,Colorado,3,199204,87921
2000,Colorado,4,209078,142457*
2000,Colorado,5,253330,94579*
2000,Colorado,6,141410,110568
2000,Colorado,President,883748,738227
2000,Connecticut,1,59331,151932
2000,Connecticut,2,110239,111520
2000,Connecticut,3,60037,156910
2000,Connecticut,4,119155,84472
2000,Connecticut,5,98229,118932
2000,Connecticut,6,143698,75471
2000,Connecticut,Senate,448077,828902
2000,Connecticut,President,561094,816015
2000,Florida,1,226473,85591*
2000,Florida,2,71754,185579
2000,Florida,3,75228,102143
2000,Florida,4,203090,94587
2000,Florida,5,100244,180338
2000,Florida,6,178789,87341*
2000,Florida,7,171018,99531
2000,Florida,8,125253,121295
2000,Florida,9,210318,95996*
2000,Florida,10,146799,73596*
2000,Florida,11,94009*,149465
2000,Florida,12,125224,94395
2000,Florida,13,175918,99568
2000,Florida,14,242614,87512*
2000,Florida,15,176189,117511
2000,Florida,16,176153,108782
2000,Florida,17,12761*,100715
2000,Florida,18,112968,85222*
2000,Florida,19,67789,171080
2000,Florida,20,84435*,156765
2000,Florida,21,132317,44691*
2000,Florida,22,105855,105256
2000,Florida,23,27630,89179
2000,Florida,Senate,2705348,2989487
2000,Florida,President,2912790,2912253
2000,Georgia,1,131684,58776
2000,Georgia,2,83870,96430
2000,Georgia,3,150200,86309
2000,Georgia,4,90277,139579
2000,Georgia,5,40606,137333
2000,Georgia,6,256595,86666
2000,Georgia,7,126312,102272
2000,Georgia,8,113380,79051
2000,Georgia,9,183171,60360
2000,Georgia,10,122590,71309
2000,Georgia,11,199652,99168*
2000,Georgia,President,1419720,1116230
2000,Hawaii,1,44989,108517
2000,Hawaii,2,65906,112856
2000,Hawaii,Senate,84701,251215
2000,Hawaii,President,137845,205286
2000,Idaho,1,173743,84080
2000,Idaho,2,158912,58265
2000,Idaho,President,336937,138637
2000,Illinois,1,23915,172271
2000,Illinois,2,19906,175995
2000,Illinois,3,47005,145498
2000,Illinois,4,17370*,89487
2000,Illinois,5,63729*,142161
2000,Illinois,6,133327,92880
2000,Illinois,7,26872,164155
2000,Illinois,8,141918,90777
2000,Illinois,9,45344,147002
2000,Illinois,10,121582,115924
2000,Illinois,11,132384,102485
2000,Illinois,12,91699*,183208
2000,Illinois,13,193250,98768
2000,Illinois,14,188597,66309
2000,Illinois,15,125943,110679
2000,Illinois,16,178174,88781
2000,Illinois,17,108853,132494
2000,Illinois,18,173706,85317
2000,Illinois,19,85137,155101
2000,Illinois,20,161393,94382
2000,Illinois,President,2019421,2589026
2000,Indiana,1,56200,148683
2000,Indiana,2,106023,80885
2000,Indiana,3,98822,107438
2000,Indiana,4,131051,74492
2000,Indiana,5,132051,81427
2000,Indiana,6,199207,74881
2000,Indiana,7,135869,66764
2000,Indiana,8,116879,100488
2000,Indiana,9,102219,126420
2000,Indiana,10,62233,91689
2000,Indiana,Senate,1427944,683273
2000,Indiana,President,1245836,901980
2000,Iowa,1,164972,96283
2000,Iowa,2,139906,110327
2000,Iowa,3,83810,156327
2000,Iowa,4,169267,101112
2000,Iowa,5,159367,67593
2000,Iowa,President,634373,638517
2000,Kansas,1,214328,61032*
2000,Kansas,2,164951,71709
2000,Kansas,3,144672,154505
2000,Kansas,4,131871,101980
2000,Kansas,President,622332,399276
2000,Kentucky,1,132115,95806
2000,Kentucky,2,160800,74537
2000,Kentucky,3,142106,118875
2000,Kentucky,4,100943,125872
2000,Kentucky,5,145980,52495
2000,Kentucky,6,142971,94167
2000,Kentucky,President,872520,638923
2000,Louisiana,1,191379,40917
2000,Louisiana,2,42672*,176935*
2000,Louisiana,3,143446,132412*
2000,Louisiana,4,122678,43600
2000,Louisiana,5,123975,50163
2000,Louisiana,6,165637,72192
2000,Louisiana,7,30687*,152796
2000,Louisiana,President,927871,792344
2000,Maine,1,123915,202823
2000,Maine,2,79522,219783
2000,Maine,Senate,437689,197183
2000,Maine,President,286616,319951
2000,Maryland,1,165293,91022
2000,Maryland,2,178556,81591
2000,Maryland,3,53827,169347
2000,Maryland,4,24973,172624
2000,Maryland,5,89019,166231
2000,Maryland,6,168624,109136
2000,Maryland,7,19773,134066
2000,Maryland,8,156241,136917
2000,Maryland,Senate,715178,1230013
2000,Maryland,President,813827,1144008
2000,Massachusetts,1,73580,169375
2000,Massachusetts,2,95631*,196670
2000,Massachusetts,3,168440*,213065
2000,Massachusetts,4,56553,200638
2000,Massachusetts,5,82594*,199601
2000,Massachusetts,6,83501,205324
2000,Massachusetts,7,89568*,211543
2000,Massachusetts,8,23518*,144031
2000,Massachusetts,9,48672,193020
2000,Massachusetts,10,81192,234675
2000,Massachusetts,Senate,334341,1889494
2000,Massachusetts,President,878502,1616487
2000,Michigan,1,117300,169649
2000,Michigan,2,186762,96370
2000,Michigan,3,179539,91309
2000,Michigan,4,182128,78019
2000,Michigan,5,59274,184048
2000,Michigan,6,159373,68532
2000,Michigan,7,147369,86080
2000,Michigan,8,145179,145019
2000,Michigan,9,92926,158184
2000,Michigan,10,93713,181818
2000,Michigan,11,170790,124053
2000,Michigan,12,78795,157720
2000,Michigan,13,79445,160084
2000,Michigan,14,17582,168982
2000,Michigan,15,14336,140609
2000,Michigan,16,62469,167142
2000,Michigan,Senate,1994693,2061952
2000,Michigan,President,1953139,2170418
2000,Minnesota,1,159835,117946
2000,Minnesota,2,138957,138802
2000,Minnesota,3,222571,98219
2000,Minnesota,4,83852,130403
2000,Minnesota,5,58191,176629
2000,Minnesota,6,170900,176340
2000,Minnesota,7,79175,185771
2000,Minnesota,8,79890,210094
2000,Minnesota,Senate,1047474,1181553
2000,Minnesota,President,1109659,1168266
2000,Mississippi,1,145967,59763
2000,Mississippi,2,54090,112777
2000,Mississippi,3,153899,54151
2000,Mississippi,4,79218,115732
2000,Mississippi,5,35309,153264
2000,Mississippi,Senate,654941,314090
2000,Mississippi,President,572844,404614
2000,Missouri,1,42730,149173
2000,Missouri,2,164926,126441
2000,Missouri,3,100967,147222
2000,Missouri,4,84406,180634
2000,Missouri,5,66439,159826
2000,Missouri,6,138925,127792
2000,Missouri,7,202305,65510
2000,Missouri,8,162239,67760
2000,Missouri,9,172787,111662
2000,Missouri,Senate,1142852,1191812
2000,Missouri,President,1189924,1111138
2000,Nebraska,1,155485,72859
2000,Nebraska,2,148911,70268
2000,Nebraska,3,182117,34944
2000,Nebraska,Senate,337977,353093
2000,Nebraska,President,433862,231780
2000,Nevada,1,101276,118469
2000,Nevada,2,229608,106379
2000,Nevada,Senate,330687,238260
2000,Nevada,President,301575,279978
2000,New Hampshire,1,150609,128387
2000,New Hampshire,2,152581,110367
2000,New Hampshire,President,273559,266348
2000,New Jersey,1,46455,167327
2000,New Jersey,2,155187,74632
2000,New Jersey,3,157053,112848
2000,New Jersey,4,158515,87956
2000,New Jersey,5,175546,81715
2000,New Jersey,6,62454,141698
2000,New Jersey,7,128434,113479
2000,New Jersey,8,60606,134074
2000,New Jersey,9,61984,140462
2000,New Jersey,10,18436,133073
2000,New Jersey,11,186140,80958
2000,New Jersey,12,145511,146162
2000,New Jersey,13,27849,117856
2000,New Jersey,Senate,1420267,1511237
2000,New Jersey,President,1284173,1788850
2000,New Mexico,1,107296,92187
2000,New Mexico,2,100742,72614
2000,New Mexico,3,65979,135040
2000,New Mexico,Senate,225517,363744
2000,New Mexico,President,286417,286783
2000,New York,1,111003,97299
2000,New York,2,65880,90438
2000,New York,3,122820,91948
2000,New York,4,75650,128688
2000,New York,5,56046,127233
2000,New York,6,15945*,117194
2000,New York,7,24592,78207
2000,New York,8,27057,139936
2000,New York,9,40866,96348
2000,New York,10,6852,118812
2000,New York,11,7088,105321
2000,New York,12,10052,81699
2000,New York,13,95696,55763
2000,New York,14,45453,143809
2000,New York,15,6906,124415
2000,New York,16,3943,100891
2000,New York,17,11513,112748
2000,New York,18,52923,126878
2000,New York,19,133963,82082
2000,New York,20,136016,87602
2000,New York,21,60333,157773
2000,New York,22,153997,72640
2000,New York,23,110634,38049
2000,New York,24,128513,41719
2000,New York,25,132120,64533
2000,New York,26,78103,124862
2000,New York,27,144011,69870
2000,New York,28,67251,151688
2000,New York,29,68958,115685
2000,New York,30,113638,62378
2000,New York,31,143584,45193
2000,New York,Senate,2724589,3562415
2000,New York,President,2258577,3942215
2000,North Carolina,1,62198,124171
2000,North Carolina,2,103011,146733
2000,North Carolina,3,121940,74058
2000,North Carolina,4,119412,200885
2000,North Carolina,5,172489,89351*
2000,North Carolina,6,195727,67667*
2000,North Carolina,7,66463,160185
2000,North Carolina,8,111950,89505
2000,North Carolina,9,181161,79382
2000,North Carolina,10,164182,70877
2000,North Carolina,11,146677,112234
2000,North Carolina,12,69596,135570
2000,North Carolina,President,1631163,1257692
2000,Ohio,1,116768,98328
2000,Ohio,2,204184,64091
2000,Ohio,3,85682*,177731
2000,Ohio,4,156510,67330
2000,Ohio,5,169857,62138
2000,Ohio,6,96966,138849
2000,Ohio,7,163646,60755
2000,Ohio,8,179756,66293
2000,Ohio,9,49446,168547
2000,Ohio,10,48930,167063
2000,Ohio,11,21630,164134
2000,Ohio,12,139242,115432
2000,Ohio,13,84295,170058
2000,Ohio,14,71432,149184
2000,Ohio,15,156792,64805
2000,Ohio,16,162294,62709
2000,Ohio,17,54751,120333
2000,Ohio,18,152325,79232
2000,Ohio,19,206639,101842
2000,Ohio,Senate,2665512,1595066
2000,Ohio,President,2350363,2183628
2000,Oklahoma,1,138528,58493
2000,Oklahoma,2,81672,107273
2000,Oklahoma,3,137826,101533*
2000,Oklahoma,4,114000,54808
2000,Oklahoma,5,134159,53275
2000,Oklahoma,6,95635,63106
2000,Oklahoma,President,744337,474276
2000,Oregon,1,115303,176902
2000,Oregon,2,220086,78101
2000,Oregon,3,64128,181049
2000,Oregon,4,88950,197998
2000,Oregon,5,118631,156315
2000,Oregon,President,713577,720342
2000,Pennsylvania,1,19920,149621
2000,Pennsylvania,2,26284*,180021
2000,Pennsylvania,3,59343,130528
2000,Pennsylvania,4,145390,100995
2000,Pennsylvania,5,147570,97228*
2000,Pennsylvania,6,71227,140084
2000,Pennsylvania,7,172569,93687
2000,Pennsylvania,8,154090,100617
2000,Pennsylvania,9,184401,65725*
2000,Pennsylvania,10,124830,112580
2000,Pennsylvania,11,66699,131948
2000,Pennsylvania,12,56575,145538
2000,Pennsylvania,13,126501,146026
2000,Pennsylvania,14,94037*,147533
2000,Pennsylvania,15,118307,103864
2000,Pennsylvania,16,162403,80177
2000,Pennsylvania,17,166236,66190
2000,Pennsylvania,18,68798,156131
2000,Pennsylvania,19,168722,61538
2000,Pennsylvania,20,80312,145131
2000,Pennsylvania,21,135164,87018
2000,Pennsylvania,Senate,2481962,2154908
2000,Pennsylvania,President,2281127,2485967
2000,Rhode Island,1,61522,123442
2000,Rhode Island,2,27932,123805
2000,Rhode Island,Senate,222588,161023
2000,Rhode Island,President,130555,249508
2000,South Carolina,1,139597,82622
2000,South Carolina,2,154338,110672
2000,South Carolina,3,150180,64917
2000,South Carolina,4,150436,79593*
2000,South Carolina,5,85247,126877
2000,South Carolina,6,50005,138053
2000,South Carolina,President,786892,566037
2000,Tennessee,1,157828,74432*
2000,Tennessee,2,187154,75654*
2000,Tennessee,3,139840,75785
2000,Tennessee,4,133622,67165
2000,Tennessee,5,50386,149277
2000,Tennessee,6,97169,168861
2000,Tennessee,7,171056,71587
2000,Tennessee,8,54929,143127
2000,Tennessee,9,57421*,143298
2000,Tennessee,Senate,1255444,621152
2000,Tennessee,President,1061949,981720
2000,Texas,1,91912,118157
2000,Texas,2,127213*,162891
2000,Texas,3,187486,67233
2000,Texas,4,91574,145887
2000,Texas,5,100487,82629
2000,Texas,6,222685,79077*
2000,Texas,7,183712,60694
2000,Texas,8,233848,84283*
2000,Texas,9,87165,130143
2000,Texas,10,149875*,203628
2000,Texas,11,85546,105782
2000,Texas,12,117739,67612
2000,Texas,13,117995,54343
2000,Texas,14,137370,92689
2000,Texas,15,69194*,106570
2000,Texas,16,40921,92649
2000,Texas,17,72535,120670
2000,Texas,18,38191,131857
2000,Texas,19,170319,37358*
2000,Texas,20,59262*,107487
2000,Texas,21,251049,73326
2000,Texas,22,154662,92645
2000,Texas,23,119679,78274
2000,Texas,24,61235,103152
2000,Texas,25,68010,106112
2000,Texas,26,214025,75601
2000,Texas,27,54660,102088
2000,Texas,28,38213*,123104
2000,Texas,29,29606,84665
2000,Texas,30,39756*,109163
2000,Texas,Senate,4078954,2025024
2000,Texas,President,3799639,2433746
2000,Utah,1,180591,71229
2000,Utah,2,107114,145021
2000,Utah,3,138943,88547
2000,Utah,Senate,504803,242569
2000,Utah,President,515096,203053
2000,Virginia,1,151344,97399
2000,Virginia,2,97856,90328
2000,Virginia,3,29895*,137527
2000,Virginia,4,51585*,189787
2000,Virginia,5,38512*,65387
2000,Virginia,6,153338,69231*
2000,Virginia,7,192652,94935
2000,Virginia,8,88262,164178
2000,Virginia,9,59335,137488
2000,Virginia,10,238817,83746*
2000,Virginia,11,150395,83455
2000,Virginia,Senate,1420460,1296093
2000,Virginia,President,1437490,1217290
2000,Washington,1,121823,155820
2000,Washington,2,134660,146617
2000,Washington,3,114861,159428
2000,Washington,4,143259,87585
2000,Washington,5,144038,97703
2000,Washington,6,79215,164853
2000,Washington,7,45511*,193470
2000,Washington,8,183255,104944
2000,Washington,9,76766,135452
2000,Washington,Senate,1197208,1199437
2000,Washington,President,1108864,1247652
2000,West Virginia,1,87862*,170974
2000,West Virginia,2,108769,103003
2000,West Virginia,3,69327*,146807
2000,West Virginia,Senate,121635,469215
2000,West Virginia,President,336475,295497
2000,Wisconsin,1,177612,88885
2000,Wisconsin,2,154632,163534
2000,Wisconsin,3,97741,173505
2000,Wisconsin,4,101811,163622
2000,Wisconsin,5,49296,173893
2000,Wisconsin,6,179205,96125
2000,Wisconsin,7,100264,173007
2000,Wisconsin,8,211388,71575
2000,Wisconsin,9,239498,83720
2000,Wisconsin,Senate,940744,1563238
2000,Wisconsin,President,1237279,1242987
1998,Alabama,1,112872,59311*
1998,Alabama,2,131428,58136
1998,Alabama,3,101731,73357
1998,Alabama,4,106297,82065
1998,Alabama,5,58536,134819
1998,Alabama,6,154761,60657
1998,Alabama,7,47133*,136431
1998,Alabama,Senate,817973,474568
1998,Arizona,1,98840,54108
1998,Arizona,2,23628,57178
1998,Arizona,3,137618,66979
1998,Arizona,4,102722,49538
1998,Arizona,5,103952,91030
1998,Arizona,6,106891,88001
1998,Arizona,Senate,696577,275224
1998,Arkansas,1,82892*,111166*
1998,Arkansas,2,72737,100334
1998,Arkansas,3,154780,116282*
1998,Arkansas,4,92346,68194
1998,Arkansas,Senate,295870,385878
1998,California,1,64692,121713
1998,California,2,128372,70837
1998,California,3,100621,86471
1998,California,4,155306,85394
1998,California,5,47307,130715
1998,California,6,69295,158446
1998,California,7,38290,125842
1998,California,8,20781,148027
1998,California,9,22431,140722
1998,California,10,103299,127134
1998,California,11,95496,56345
1998,California,12,36562,128135
1998,California,13,38050,101671
1998,California,14,53719,129663
1998,California,15,111876,70059
1998,California,16,27494,85503
1998,California,17,52470,103719
1998,California,18,56494*,118842
1998,California,19,131105,59811*
1998,California,20,39183,60599
1998,California,21,115989,43347*
1998,California,22,85927,109517
1998,California,23,96322,64032
1998,California,24,69501,103491
1998,California,25,114013,60705*
1998,California,26,29973*,69000
1998,California,27,80702,73875
1998,California,28,90607,61721
1998,California,29,40282,131561
1998,California,30,13441,58230
1998,California,31,19786,61173
1998,California,32,14622,112253
1998,California,33,6364,43310
1998,California,34,32321,76471
1998,California,35,10487*,78732
1998,California,36,88843,84624
1998,California,37,12301,70026
1998,California,38,71386,59767
1998,California,39,97366,52815
1998,California,40,97406,47897
1998,California,41,68310,52264
1998,California,42,45328,62207
1998,California,43,83012,56373
1998,California,44,97013,57697
1998,California,45,94296,60022
1998,California,46,33388,47964
1998,California,47,132711,57938
1998,California,48,138948,60347*
1998,California,49,90516,86400
1998,California,50,35730*,77354
1998,California,51,126229,71706
1998,California,52,116251,54541*
1998,California,Senate,3575078,4410056
1998,Colorado,1,52452,116628
1998,Colorado,2,108385,113946
1998,Colorado,3,156501,74479
1998,Colorado,4,131318,89973
1998,Colorado,5,155790,55609
1998,Colorado,6,111374,82662
1998,Colorado,Senate,829370,464754
1998,Connecticut,1,69668,97681
1998,Connecticut,2,57860,99567
1998,Connecticut,3,42090,109726
1998,Connecticut,4,94767,40988
1998,Connecticut,5,76051,78394
1998,Connecticut,6,101630,69201
1998,Connecticut,Senate,312177,628306
1998,Florida,1,140525,53108*
1998,Florida,2,71965*,138440
1998,Florida,3,53530,66621
1998,Florida,4,171152*,82542*
1998,Florida,5,77603*,132005
1998,Florida,6,145525*,71091*
1998,Florida,7,149443*,89148*
1998,Florida,8,104298,54245
1998,Florida,9,162721*,74271*
1998,Florida,10,132834*,66595*
1998,Florida,11,46176,85262
1998,Florida,12,73713*,50604*
1998,Florida,13,162722*,91065*
1998,Florida,14,173098*,62437*
1998,Florida,15,129278,75654
1998,Florida,16,120090*,70794*
1998,Florida,17,13718*,108272*
1998,Florida,18,116782*,88099*
1998,Florida,19,81736*,178548*
1998,Florida,20,60865*,93648*
1998,Florida,21,84018,28378
1998,Florida,22,121169*,95194*
1998,Florida,23,31473*,93934*
1998,Florida,Senate,1463755,2436407
1998,Georgia,1,92229,42069*
1998,Georgia,2,59305,77953
1998,Georgia,3,123064,74449*
1998,Georgia,4,64146,100622
1998,Georgia,5,29877,109177
1998,Georgia,6,164966,68366
1998,Georgia,7,85982,69293
1998,Georgia,8,87993,53079
1998,Georgia,9,122713,51643*
1998,Georgia,10,88527,60004
1998,Georgia,11,120909,53510
1998,Georgia,Senate,918540,791904
1998,Hawaii,1,68905,116693
1998,Hawaii,2,50423,144254
1998,Hawaii,Senate,70964,315252
1998,Idaho,1,113231,91653
1998,Idaho,2,91337,77736
1998,Idaho,Senate,262966,107375
1998,Illinois,1,18429,151890
1998,Illinois,2,16075,148985
1998,Illinois,3,44012,115887
1998,Illinois,4,10529,54244
1998,Illinois,5,33687,95738
1998,Illinois,6,111603,49906
1998,Illinois,7,22640*,130984
1998,Illinois,8,104242,47614
1998,Illinois,9,33448,107878
1998,Illinois,10,138429,91742*
1998,Illinois,11,100597,70458
1998,Illinois,12,65409,99605
1998,Illinois,13,121889,77878
1998,Illinois,14,117304,50844
1998,Illinois,15,104255,65054
1998,Illinois,16,143686,82530*
1998,Illinois,17,94072,100128
1998,Illinois,18,158175,92270*
1998,Illinois,19,87614,122430
1998,Illinois,20,121103,76475
1998,Illinois,Senate,1709041,1610496
1998,Indiana,1,33503,92634
1998,Indiana,2,99608,62452
1998,Indiana,3,61041,84625
1998,Indiana,4,93671,54286
1998,Indiana,5,101567,58504
1998,Indiana,6,135250,31472
1998,Indiana,7,109712,44823
1998,Indiana,8,92785,81871
1998,Indiana,9,87797,92973
1998,Indiana,10,47017,69682
1998,Indiana,Senate,552732,1012244
1998,Iowa,1,106419,79529
1998,Iowa,2,104613,83405
1998,Iowa,3,78063,107947
1998,Iowa,4,129942,67550
1998,Iowa,5,132730,62048*
1998,Iowa,Senate,648480,289049
1998,Kansas,1,152775,36618
1998,Kansas,2,108527,69521
1998,Kansas,3,93938,103376
1998,Kansas,4,94785,62737
1998,Kansas,Senate,474639,229718
1998,Kentucky,1,95308,77402
1998,Kentucky,2,113285,62848
1998,Kentucky,3,100690,92865
1998,Kentucky,4,81547,93485
1998,Kentucky,5,142215,39585
1998,Kentucky,6,104046,90033
1998,Kentucky,Senate,569817,563051
1998,Louisiana,1,127478*,27254*
1998,Louisiana,2,28687*,118949
1998,Louisiana,3,143446*,132412*
1998,Louisiana,4,122678*,43600*
1998,Louisiana,5,73458*,40017*
1998,Louisiana,6,97044,94201
1998,Louisiana,7,42706*,212642*
1998,Louisiana,Senate,314580,630395
1998,Maine,1,79160,134335
1998,Maine,2,45674,146202
1998,Maryland,1,135771,60450
1998,Maryland,2,125162,74275
1998,Maryland,3,39667,137501
1998,Maryland,4,21518,129139
1998,Maryland,5,67176,126792
1998,Maryland,6,127802,73728
1998,Maryland,7,18742,112699
1998,Maryland,8,133145,87497
1998,Maryland,Senate,444637,1062810
1998,Massachusetts,1,48055,121863
1998,Massachusetts,2,63480*,130550
1998,Massachusetts,3,79174,108613
1998,Massachusetts,4,49879*,148340
1998,Massachusetts,5,52725,127418
1998,Massachusetts,6,90986,117132
1998,Massachusetts,7,56977,137178
1998,Massachusetts,8,14125,99603
1998,Massachusetts,9,47438*,150667
1998,Massachusetts,10,70466,164917
1998,Michigan,1,87630,130129
1998,Michigan,2,146854,63573
1998,Michigan,3,146364,49489
1998,Michigan,4,155343,71931*
1998,Michigan,5,51442,135254
1998,Michigan,6,113292,45358
1998,Michigan,7,104656,72998
1998,Michigan,8,84254,125169
1998,Michigan,9,79062,105457
1998,Michigan,10,94027,108770
1998,Michigan,11,144264,76107
1998,Michigan,12,79619,105824
1998,Michigan,13,68328,99935
1998,Michigan,14,16140,126321
1998,Michigan,15,12887,108582
1998,Michigan,16,54121,116145
1998,Minnesota,1,131233,108420
1998,Minnesota,2,99490,148933
1998,Minnesota,3,203731,66505
1998,Minnesota,4,95388,128726
1998,Minnesota,5,60035,145535
1998,Minnesota,6,136866,148728
1998,Minnesota,7,66562,169907
1998,Minnesota,8,69667,173734
1998,Mississippi,1,66738,30438
1998,Mississippi,2,44493*,80284
1998,Mississippi,3,84785,39280*
1998,Mississippi,4,61551,73252
1998,Mississippi,5,19341,78661
1998,Missouri,1,30635,90840
1998,Missouri,2,142313,57565
1998,Missouri,3,74005,98287
1998,Missouri,4,51005,133173
1998,Missouri,5,47582,101313
1998,Missouri,6,51679,136774
1998,Missouri,7,129746,43416
1998,Missouri,8,104271,59426
1998,Missouri,9,117196,66861
1998,Missouri,Senate,830625,690208
1998,Nebraska,1,136058,48826
1998,Nebraska,2,106782,55722
1998,Nebraska,3,149896,35900*
1998,Nevada,1,73540,79315
1998,Nevada,2,201623,106780*
1998,Nevada,Senate,208220,208621
1998,New Hampshire,1,104430,51783
1998,New Hampshire,2,85740,72217
1998,New Hampshire,Senate,213477,88883
1998,New Jersey,1,27855,90279
1998,New Jersey,2,93248,43563
1998,New Jersey,3,97508,55248
1998,New Jersey,4,92991,52281
1998,New Jersey,5,106304,55487
1998,New Jersey,6,55180,78102
1998,New Jersey,7,77751,65776
1998,New Jersey,8,46289,81068
1998,New Jersey,9,47817,91330
1998,New Jersey,10,10678,82244
1998,New Jersey,11,100910,44160
1998,New Jersey,12,87221,92528
1998,New Jersey,13,14615,70308
1998,New Mexico,1,86784,75040
1998,New Mexico,2,85077,61796
1998,New Mexico,3,74266,91248
1998,New York,1,75643,54463
1998,New York,2,71760,37949
1998,New York,3,95709,63628
1998,New York,4,64509,86692
1998,New York,5,40861,92189
1998,New York,6,9964*,73235
1998,New York,7,18896,50924
1998,New York,8,18383,108408
1998,New York,9,24486,67274
1998,New York,10,5577,81368
1998,New York,11,5718,73674
1998,New York,12,7405,53269
1998,New York,13,60550,39153
1998,New York,14,32458,104351
1998,New York,15,5633,88271
1998,New York,16,2457,65957
1998,New York,17,7982,79257
1998,New York,18,39124*,91623
1998,New York,19,88341,56378
1998,New York,20,98546,61753
1998,New York,21,50931,123638
1998,New York,22,87786,81296
1998,New York,23,111242,42640*
1998,New York,24,101689,31011
1998,New York,25,102219,50268
1998,New York,26,47084,99249
1998,New York,27,86106,62714
1998,New York,28,50926,118856
1998,New York,29,58232,87805
1998,New York,30,91350,55199
1998,New York,31,95638,40091
1998,New York,Senate,1680203,2386314
1998,North Carolina,1,50578,85125
1998,North Carolina,2,72997,100550
1998,North Carolina,3,83529,50041
1998,North Carolina,4,93469,129157
1998,North Carolina,5,119103,55806
1998,North Carolina,6,112740,38977*
1998,North Carolina,7,75820*,124366
1998,North Carolina,8,67505,64127
1998,North Carolina,9,120570,51345
1998,North Carolina,10,118541,49910*
1998,North Carolina,11,112908,84256
1998,North Carolina,12,62070,82305
1998,North Carolina,Senate,945943,1029237
1998,Ohio,1,92421,82003
1998,Ohio,2,154344,49293
1998,Ohio,3,50544,114198
1998,Ohio,4,112011,63529
1998,Ohio,5,123979,61926
1998,Ohio,6,77711,102852
1998,Ohio,7,120765,49780
1998,Ohio,8,127979,52912
1998,Ohio,9,30312,130793
1998,Ohio,10,55015,110552
1998,Ohio,11,18592,115226
1998,Ohio,12,124197,60694
1998,Ohio,13,72666,116309
1998,Ohio,14,63027,106046
1998,Ohio,15,113846,49334
1998,Ohio,16,117426,66047
1998,Ohio,17,57703,123718
1998,Ohio,18,113119,74571
1998,Ohio,19,126786,64090
1998,Ohio,Senate,1922087,1482054
1998,Oklahoma,1,91031,56309
1998,Oklahoma,2,85581,59042
1998,Oklahoma,3,89832,55163
1998,Oklahoma,4,83272,52107
1998,Oklahoma,5,103217,48182
1998,Oklahoma,6,85261,43555
1998,Oklahoma,Senate,570682,268898
1998,Oregon,1,112827,119993
1998,Oregon,2,132316,74924
1998,Oregon,3,57474*,153889
1998,Oregon,4,64143,157524
1998,Oregon,5,92215,124916
1998,Oregon,Senate,377739,682425
1998,Pennsylvania,1,15898,77788
